proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1d,Elect Director C. Martin Harris,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1d,Elect Director C. Martin Harris,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1e,Elect Director Tyler Jacks,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1e,Elect Director Tyler Jacks,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1f,Elect Director R. Alexandra Keith,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1f,Elect Director R. Alexandra Keith,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1g,Elect Director James C. Mullen,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1g,Elect Director James C. Mullen,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1h,Elect Director Lars R. Sorensen,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1h,Elect Director Lars R. Sorensen,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1i,Elect Director Debora L. Spar,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1i,Elect Director Debora L. Spar,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1j,Elect Director Scott M. Sperling,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1j,Elect Director Scott M. Sperling,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1k,Elect Director Dion J. Weisler,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1k,Elect Director Dion J. Weisler,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
3,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
3,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
4,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
4,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
5,Amend Omnibus Stock Plan,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
5,Amend Omnibus Stock Plan,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
6,Approve Qualified Employee Stock Purchase Plan,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
6,Approve Qualified Employee Stock Purchase Plan,Management,For,For,THERMO FISHER SCIENTIFIC INC.,"MAY 24, 2023",MO,883556102,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1a,Elect Director Kirk E. Arnold,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1a,Elect Director Kirk E. Arnold,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1b,Elect Director Ann C. Berzin,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1b,Elect Director Ann C. Berzin,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1c,Elect Director April Miller Boise,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1c,Elect Director April Miller Boise,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1d,Elect Director Gary D. Forsee,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1d,Elect Director Gary D. Forsee,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1e,Elect Director Mark R. George,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1e,Elect Director Mark R. George,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1f,Elect Director John A. Hayes,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1f,Elect Director John A. Hayes,Management,For,For,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
1g,Elect Director Linda P. Hudson,Management,For,Against,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000019441,Fidelity Magellan Fund,FMAGX
1g,Elect Director Linda P. Hudson,Management,For,Against,TRANE TECHNOLOGIES PLC,"JUN 01, 2023",,G8994E103,False,FIDELITY MAGELLAN FUND,FIDELITY MAGELLAN FUND,0000061397,000000000,MA,0331,N-PX,1940 Act,811-01193,231210560,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,MAIL ZONE TS1H,BOSTON,MA,02210,FIDELITY MAGELLAN FUND INC,19920703,MAGELLAN FUND INC,19810804,0000061397-23-000385,20230630,20230828,20230828,20230828,Fidelity Magellan Fund,100,0000061397,S000007112,Fidelity Magellan Fund,C000064273,Class K,FMGKX
