proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,proxy_card,recommendation_source,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
4,Advisory Vote on Say on Pay Frequency,Management,One Year,One Year,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
5,Amend Omnibus Stock Plan,Management,For,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
6,Report on Climate Risk in Retirement Plan Options,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
7,Report on Customer Due Diligence,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
8,Revise Transparency Report to Provide Greater Disclosure on Government Requests,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
9,Report on Government Take Down Requests,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
10,Report on Impact of Climate Change Strategy Consistent With Just Transition Guidelines,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
11,Publish a Tax Transparency Report,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
12,Report on Climate Lobbying,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
13,Report on Median and Adjusted Gender/Racial Pay Gaps,Shareholder,Against,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
14,"Report on Cost/Benefit Analysis of Diversity, Equity and Inclusion Programs",Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
15,Amend Bylaws to Require Shareholder Approval of Certain Provisions Related to Director Nominations by Shareholders,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
16,Commission Third Party Assessment on Company's Commitment to Freedom of Association and Collective Bargaining,Shareholder,Against,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
17,Consider Pay Disparity Between Executives and Other Employees,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
18,Report on Animal Welfare Standards,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
19,Establish a Public Policy Committee,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
20,Adopt a Policy to Include Non-Management Employees as Prospective Director Candidates,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
21,Commission a Third Party Audit on Working Conditions,Shareholder,Against,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
22,Report on Efforts to Reduce Plastic Use,Shareholder,Against,Against,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
23,Commission Third Party Study and Report on Risks Associated with Use of Rekognition,Shareholder,Against,For,"AMAZON.COM, INC.","MAY 24, 2023",AMZN,023135106,"MAR 30, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
1.1,Elect Director Peter A. Dea,Management,For,Withhold,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
1.2,"Elect Director W. Howard Keenan, Jr.",Management,For,Withhold,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
1.3,Elect Director Janine J. McArdle,Management,For,For,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
2,Ratify KPMG LLP as Auditors,Management,For,For,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
4,Amend Certificate of Incorporation to Reflect New Delaware Law Provisions Regarding Officer Exculpation,Management,For,For,ANTERO MIDSTREAM CORPORATION,"JUN 06, 2023",AM,03676B102,"APR 17, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
1,Approve Consolidated Financial Statements and Statutory Reports,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
2,Approve Financial Statements,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
3,Approve Interim Dividends,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
4,Approve Discharge of Directors,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
5a,Reelect Oliver Graham as Class II Director,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
5b,Reelect Elizabeth Marcellino as Class II Director,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
5c,Reelect John Sheehan as Class II Director,Management,For,For,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
6,Approve Remuneration of Directors,Management,For,Against,ARDAGH METAL PACKAGING SA,"MAY 16, 2023",AMBP,L02235106,"MAR 24, 2023",ANNUAL,False,,,AB US High Dividend ETF,"AB Active ETFs, Inc.",0001496608,000000000,MD,0531,N-PX,1940 Act,811-23799,231224403,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,212-969-1000,C/O ALLIANCEBERNSTEIN L.P.,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,"AllianceBernstein Active ETFs, Inc.",20100714,0000919574-23-005036,20230630,20230830,20230830,20230830,AB US High Dividend ETF,100,0001496608,S000079471,AB US High Dividend ETF,C000240508,AB US High Dividend ETF,HIDV
