proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1f,Elect Director Gary M. Philbin,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1g,Elect Director Bob Sasser,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1h,"Elect Director Thomas A. Saunders, III",Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1i,Elect Director Stephanie P. Stahl,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1j,Elect Director Carrie A. Wheeler,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1k,Elect Director Thomas E. Whiddon,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1l,Elect Director Carl P. Zeithaml,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Ratify KPMG LLP as Auditors,Management,For,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Report on Greenhouse Gas Emissions Goals,Shareholder,Against,For,"DOLLAR TREE, INC.","JUN 11, 2020",DLTR,256746108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.1,Elect Director David A. Brandon,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.2,"Elect Director Richard E. Allison, Jr.",Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.3,Elect Director C. Andrew Ballard,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.4,Elect Director Andrew B. Balson,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.5,Elect Director Corie S. Barry,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.6,Elect Director Diana F. Cantor,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.7,Elect Director Richard L. Federico,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.8,Elect Director James A. Goldman,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1.9,Elect Director Patricia E. Lopez,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify PricewaterhouseCoopers LLP as Auditor,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"DOMINO'S PIZZA, INC.","APR 21, 2020",DPZ,25754A201,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1a,"Elect Director Douglas M. Baker, Jr.",Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1b,Elect Director Shari L. Ballard,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1c,Elect Director Barbara J. Beck,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1d,Elect Director Jeffrey M. Ettinger,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1e,Elect Director Arthur J. Higgins,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1f,Elect Director Michael Larson,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1g,Elect Director David W. MacLennan,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1h,Elect Director Tracy B. McKibben,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1i,"Elect Director Lionel L. Nowell, III",Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1j,Elect Director Victoria J. Reich,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1k,Elect Director Suzanne M. Vautrinot,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1l,Elect Director John J. Zillmer,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Ratify PricewaterhouseCoopers LLP as Auditors,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Amend Proxy Access Right,Shareholder,Against,Against,ECOLAB INC.,"MAY 07, 2020",L,278865100,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1a,Elect Director Michael L. Eskew,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1b,"Elect Director William G. Kaelin, Jr.",Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1c,Elect Director David A. Ricks,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1d,Elect Director Marschall S. Runge,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
1e,Elect Director Karen Walker,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
3,Ratify Ernst & Young LLP as Auditors,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
4,Declassify the Board of Directors,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
5,Eliminate Supermajority Voting Provisions,Management,For,For,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
6,Report on Lobbying Payments and Policy,Shareholder,Against,Against,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
7,Report on Forced Swim Test,Shareholder,Against,Against,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
8,Require Independent Board Chairman,Shareholder,Against,Against,ELI LILLY AND COMPANY,"MAY 04, 2020",LLY,532457108,False,FIDELITY TREND FUND,FIDELITY TREND FUND,0000035402,046026956,MA,1231,N-PX,1940 Act,811-00790,201139114,245 SUMMER STREET,BOSTON,MA,02210,617-563-7000,245 SUMMER STREET,BOSTON,MA,02210,FIDELITY TREND FUND INC,19850503,0001379491-20-003922,20200630,20200827,20200827,20200827,Fidelity Trend Fund,100,0000035402,S000007496,Fidelity Trend Fund,C000020470,Fidelity Trend Fund,FTRNX
