fund_name,proposal_number,rec,vote_cast,sponsor,proxy_card,proxy_contest,proposal,company_name,ticker,cusip,meeting_type,meeting_date,record_date,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
SPDR Bloomberg High Yield Bond ETF,1g,For,For,Management,,False,Elect Director Susan M. Silbermann,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1h,For,For,Management,,False,Elect Director James R. Sulat,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,1i,For,For,Management,,False,Elect Director Sigurdur O. Olafsson,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,2,For,For,Management,,False,Ratify Deloitte & Touche LLP as Auditors and Authorise Their Remuneration,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,3,For,For,Management,,False,Advisory Vote to Ratify Named Executive Officers' Compensation,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,4,For,For,Management,,False,Authorize Market Purchases or Overseas Market Purchases of Ordinary Shares,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg High Yield Bond ETF,5,For,For,Management,,False,Determine Price Range for Reissuance of Treasury Shares,MALLINCKRODT PLC,MNK,G5890A102,Annual,"MAY 16, 2023","MAR 20, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Bloomberg High Yield Bond ETF,98,0001064642,S000019669,SPDR(R) Bloomberg High Yield Bond ETF,C000055013,SPDR(R) Bloomberg High Yield Bond ETF,JNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.1,For,For,Management,,False,Elect Director John Dionne,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.2,For,For,Management,,False,Elect Director Lisa Hammitt,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.3,For,For,Management,,False,Elect Director Andrew Hobson,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.4,For,For,Management,,False,Elect Director Thomas C. King,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.5,For,For,Management,,False,Elect Director Joe Marchese,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.6,For,For,Management,,False,Elect Director W. Benjamin Moreland,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.7,For,For,Management,,False,Elect Director Mary Teresa Rainey,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.8,For,For,Management,,False,Elect Director Scott R. Wells,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.9,For,For,Management,,False,Elect Director Jinhy Yoon,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,2,For,For,Management,,False,Advisory Vote to Ratify Named Executive Officers' Compensation,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,3,One Year,One Year,Management,,False,Advisory Vote on Say on Pay Frequency,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,4,For,For,Management,,False,Ratify Ernst & Young LLP as Auditors,"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",CCO,18453H106,Annual,"MAY 03, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.1,For,For,Management,,False,Elect Director Robert W. Pittman,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.2,For,For,Management,,False,Elect Director James A. Rasulo,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.3,For,For,Management,,False,Elect Director Richard J. Bressler,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.4,For,For,Management,,False,Elect Director Samuel E. Englebardt,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.5,For,For,Management,,False,Elect Director Brad Gerstner,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.6,For,For,Management,,False,Elect Director Cheryl Mills,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.7,For,For,Management,,False,Elect Director Graciela Monteagudo,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,1.8,For,For,Management,,False,Elect Director Kamakshi Sivaramakrishnan,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,2,For,For,Management,,False,Ratify Ernst & Young LLP as Auditors,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,3,For,For,Management,,False,Advisory Vote to Ratify Named Executive Officers' Compensation,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,4,One Year,One Year,Management,,False,Advisory Vote on Say on Pay Frequency,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Bloomberg Short Term High Yield Bond ETF,5,For,For,Management,,False,Amend Omnibus Stock Plan,"IHEARTMEDIA, INC.",IHRT,45174J509,Annual,"MAY 18, 2023","MAR 24, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR Bloomberg Short Term High Yield Bond ETF,100,0001064642,S000036414,SPDR Bloomberg Short Term High Yield Bond ETF,C000111386,SPDR Bloomberg Short Term High Yield Bond ETF,SJNK
SPDR Dow Jones REIT ETF,1a,For,For,Management,,False,Elect Director Kenneth F. Bernstein,ACADIA REALTY TRUST,AKR,004239109,Annual,"MAY 04, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Dow Jones REIT ETF,97,0001064642,S000006976,SPDR(R) Dow Jones REIT ETF,C000019029,SPDR(R) Dow Jones REIT ETF,RWR
SPDR Dow Jones REIT ETF,1b,For,For,Management,,False,"Elect Director Douglas Crocker, II",ACADIA REALTY TRUST,AKR,004239109,Annual,"MAY 04, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Dow Jones REIT ETF,97,0001064642,S000006976,SPDR(R) Dow Jones REIT ETF,C000019029,SPDR(R) Dow Jones REIT ETF,RWR
SPDR Dow Jones REIT ETF,1c,For,For,Management,,False,Elect Director Mark A. Denien,ACADIA REALTY TRUST,AKR,004239109,Annual,"MAY 04, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Dow Jones REIT ETF,97,0001064642,S000006976,SPDR(R) Dow Jones REIT ETF,C000019029,SPDR(R) Dow Jones REIT ETF,RWR
SPDR Dow Jones REIT ETF,1d,For,For,Management,,False,Elect Director Kenneth A. McIntyre,ACADIA REALTY TRUST,AKR,004239109,Annual,"MAY 04, 2023","MAR 07, 2023",SPDR SERIES TRUST,0001064642,000000000,MA,N-PX,1940 Act,811-08839,231208715,ONE LINCOLN STREET,BOSTON,MA,02111,617-664-1465,ONE LINCOLN STREET,BOSTON,MA,02111,STREETTRACKS SERIES TRUST,20000925,INDEX EXCHANGE LISTED SECURITIES TRUST,19980622,0001193125-23-221538,20230630,20230825,20230825,20230825,SPDR(R) Dow Jones REIT ETF,97,0001064642,S000006976,SPDR(R) Dow Jones REIT ETF,C000019029,SPDR(R) Dow Jones REIT ETF,RWR
