proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__company_data__fiscal_year_end,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__street_2,filer__business_address__city,filer__business_address__state,filer__business_address__zip,filer__business_address__business_phone,filer__mail_address__street_1,filer__mail_address__street_2,filer__mail_address__city,filer__mail_address__state,filer__mail_address__zip,filer__former_company__former_conformed_name,filer__former_company__date_of_name_change,filer__former_company_1__former_conformed_name,filer__former_company_1__date_of_name_change,filer__former_company_2__former_conformed_name,filer__former_company_2__date_of_name_change,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date,metadata_fund_name,fund_name_match_score,owner_cik,series_id,series_name,class_contract_id,class_contract_name,class_contract_ticker_symbol
1.7,Elect Director Jacqueline E. Yeaney,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057411,Class I,ANAIX
1.7,Elect Director Jacqueline E. Yeaney,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057412,Advisor Class,ANAYX
1.7,Elect Director Jacqueline E. Yeaney,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000135460,Class Z,ANAZX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028113,Class A,ANAGX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028114,Class B,ANABX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028115,Class C,ANACX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057409,Class R,ANARX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057410,Class K,ANAKX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057411,Class I,ANAIX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057412,Advisor Class,ANAYX
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000135460,Class Z,ANAZX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028113,Class A,ANAGX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028114,Class B,ANABX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028115,Class C,ANACX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057409,Class R,ANARX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057410,Class K,ANAKX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057411,Class I,ANAIX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057412,Advisor Class,ANAYX
3,Approve Omnibus Stock Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000135460,Class Z,ANAZX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028113,Class A,ANAGX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028114,Class B,ANABX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000028115,Class C,ANACX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057409,Class R,ANARX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057410,Class K,ANAKX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057411,Class I,ANAIX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000057412,Advisor Class,ANAYX
4,Approve Qualified Employee Stock Purchase Plan,Management,For,For,AVAYA HOLDINGS CORP.,"MAR 04, 2020",AVYA,05351X101,"JAN 06, 2020",ANNUAL,False,"AB Global Bond Fund, Inc.","AB GLOBAL BOND FUND, INC.",0000883676,000000000,MD,0930,N-PX,1940 Act,811-06554,201149840,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS,NEW YORK,NY,10105,2129691000,ALLIANCEBERNSTEIN LP,1345 AVENUE OF THE AMERICAS 31ST FL,NEW YORK,NY,10105,ALLIANCEBERNSTEIN GLOBAL BOND FUND INC,20071105,ALLIANCEBERNSTEIN GLOBAL GOVERNMENT INCOME TRUST INC,20060201,ALLIANCEBERNSTEIN AMERICAS GOVERNMENT INCOME TRUST INC,20030319,0000919574-20-005596,20200630,20200831,20200831,20200831,"AB GLOBAL BOND FUND, INC.",100,0000883676,S000010128,"AB GLOBAL BOND FUND, INC.",C000135460,Class Z,ANAZX
