proposal_number,proposal,sponsor,rec,vote_cast,company_name,meeting_date,ticker,cusip,record_date,meeting_type,proxy_contest,fund_name,filer__company_data__company_conformed_name,filer__company_data__central_index_key,filer__company_data__irs_number,filer__company_data__state_of_incorporation,filer__filing_values__form_type,filer__filing_values__sec_act,filer__filing_values__sec_file_number,filer__filing_values__film_number,filer__business_address__street_1,filer__business_address__city,filer__business_address__state,filer__business_address__zip,accession__accession_number,accession__conformed_period_of_report,accession__filed_as_of_date,accession__date_as_of_change,accession__effectiveness_date
12,Re-elect Dr Jesse Goodman as Director,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
13,Re-elect Judy Lewent as Director,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
14,Re-elect Iain Mackay as Director,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
15,Re-elect Urs Rohner as Director,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
16,Reappoint Deloitte LLP as Auditors,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
17,Authorise the Audit & Risk Committee to Fix Remuneration of Auditors,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
18,Authorise EU Political Donations and Expenditure,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
19,Authorise Issue of Equity,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
20,Authorise Issue of Equity without Pre-emptive Rights,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
21,Authorise Issue of Equity without Pre-emptive Rights in Connection with an Acquisition or Other Capital Investment,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
22,Authorise Market Purchase of Ordinary Shares,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
23,Approve the Exemption from Statement of the Name of the Senior Statutory Auditor in Published Copies of the Auditors' Reports,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
24,Authorise the Company to Call General Meeting with Two Weeks' Notice,Management,For,For,GLAXOSMITHKLINE PLC,"MAY 06, 2020",GSK,37733W105,"MAR 16, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1a,Elect Director Brian G. Cartwright,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1b,Elect Director Christine N. Garvey,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1c,"Elect Director R. Kent Griffin, Jr.",Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1d,Elect Director David B. Henry,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1e,Elect Director Thomas M. Herzog,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1f,Elect Director Lydia H. Kennard,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1g,Elect Director Sara G. Lewis,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1h,Elect Director Katherine M. Sandstrom,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Ratify Deloitte & Touche LLP as Auditors,Management,For,For,"HEALTHPEAK PROPERTIES, INC.","APR 23, 2020",PEAK,42250P103,"MAR 02, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.1,Elect Director Victor J. Coleman,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.2,Elect Director Theodore R. Antenucci,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.3,Elect Director Richard B. Fried,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.4,Elect Director Jonathan M. Glaser,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.5,"Elect Director Robert L. Harris, II",Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.6,Elect Director Christy Haubegger,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.7,Elect Director Mark D. Linehan,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.8,"Elect Director Robert M. Moran, Jr.",Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.9,Elect Director Barry A. Porter,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.10,Elect Director Andrea Wong,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"HUDSON PACIFIC PROPERTIES, INC.","MAY 20, 2020",HPP,444097109,"MAR 20, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.1,Elect Director Gary Barber,Management,For,For,"IHEARTMEDIA, INC.","JUN 15, 2020",IHRT,45174J509,"APR 22, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1.2,Elect Director Brad Gerstner,Management,For,For,"IHEARTMEDIA, INC.","JUN 15, 2020",IHRT,45174J509,"APR 22, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Ratify Ernst & Young LLP as Auditors,Management,For,For,"IHEARTMEDIA, INC.","JUN 15, 2020",IHRT,45174J509,"APR 22, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,For,"IHEARTMEDIA, INC.","JUN 15, 2020",IHRT,45174J509,"APR 22, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Receive Financial Statements and Statutory Reports for Fiscal 2019 (Non-Voting),Management,,,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2,Approve Allocation of Income and Dividends of EUR 0.27 per Share,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
3,Approve Discharge of Management Board for Fiscal 2019,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
4,Approve Discharge of Supervisory Board for Fiscal 2019,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
5,Ratify KPMG AG as Auditors for Fiscal 2020,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.1,Elect Xiaoqun Clever to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.2,Elect Friedrich Eichiner to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.3,Elect Hans-Ulrich Holdenried to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.4,Elect Manfred Puffer to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.5,Elect Ulrich Spiesshofer to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
6.6,Elect Margret Suckale to the Supervisory Board,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
7,Approve Cancellation of Conditional Capital 2010/I,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
8,Approve Creation of EUR 750 Million Pool of Capital with Partial Exclusion of Preemptive Rights,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
9,Approve Issuance of Warrants/Bonds with Warrants Attached/Convertible Bonds without Preemptive Rights up to Aggregate Nominal Amount of EUR 4 Billion; Approve Creation of EUR 260 Million Pool of Capital to Guarantee Conversion Rights,Management,For,For,INFINEON TECHNOLOGIES AG,"FEB 20, 2020",IFX,D35415104,,ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
1,Open Meeting,Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2A,Receive Report of Management Board (Non-Voting),Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2B,Receive Announcements on Sustainability,Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2C,Receive Report of Supervisory Board (Non-Voting),Management,,,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2D,Approve Remuneration Report,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
2E,Adopt Financial Statements and Statutory Reports,Management,For,For,ING GROEP NV,"APR 28, 2020",INGA,456837103,"MAR 27, 2020",ANNUAL,False,06/30/2020 Nuveen Diversified Dividend and Income Fund,NUVEEN DIVERSIFIED DIVIDEND & INCOME FUND,0001255821,000000000,MA,N-PX,1940 Act,811-21407,201124580,333 WEST WACKER DRIVE,CHICAGO,IL,60606,0001193125-20-227512,20200630,20200824,20200824,20200824
